p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,monomer_state
0.037815128,0.008403362,0.075630255,0.067226894,0.05042017,0.09243698,0.042016808,0.05462185,0.084033616,0.075630255,0.029411765,0.05462185,0.042016808,0.033613447,0.025210084,0.04621849,0.05882353,0.067226894,0.004201681,0.0,0.05042017,0
0.033613447,0.012605042,0.075630255,0.067226894,0.05042017,0.09243698,0.042016808,0.05462185,0.084033616,0.075630255,0.029411765,0.05462185,0.042016808,0.033613447,0.025210084,0.04621849,0.05882353,0.067226894,0.004201681,0.0,0.05042017,0
0.033613447,0.008403362,0.075630255,0.067226894,0.05042017,0.09243698,0.042016808,0.05462185,0.084033616,0.079831935,0.029411765,0.05462185,0.042016808,0.033613447,0.025210084,0.04621849,0.05882353,0.067226894,0.004201681,0.0,0.05042017,0
0.033613447,0.008403362,0.075630255,0.067226894,0.05042017,0.09243698,0.042016808,0.05462185,0.084033616,0.075630255,0.029411765,0.05462185,0.042016808,0.033613447,0.025210084,0.04621849,0.063025214,0.067226894,0.004201681,0.0,0.05042017,0
0.033613447,0.008403362,0.075630255,0.067226894,0.05462185,0.09243698,0.042016808,0.05462185,0.084033616,0.075630255,0.029411765,0.05462185,0.042016808,0.033613447,0.025210084,0.05042017,0.05882353,0.067226894,0.004201681,0.0,0.04621849,0
0.033613447,0.008403362,0.075630255,0.067226894,0.05042017,0.09243698,0.04621849,0.05462185,0.084033616,0.075630255,0.029411765,0.05462185,0.042016808,0.033613447,0.025210084,0.05042017,0.05882353,0.067226894,0.004201681,0.0,0.04621849,0
0.037815128,0.008403362,0.075630255,0.067226894,0.05462185,0.10084034,0.037815128,0.05042017,0.084033616,0.084033616,0.025210084,0.05462185,0.042016808,0.029411765,0.029411765,0.037815128,0.05882353,0.067226894,0.004201681,0.0,0.05042017,0
0.039647575,0.008810572,0.07488987,0.066079296,0.057268724,0.0969163,0.039647575,0.052863438,0.08370044,0.08370044,0.017621145,0.057268724,0.04405286,0.030837005,0.030837005,0.03524229,0.057268724,0.07048458,0.004405286,0.0,0.04845815,0
0.057268724,0.030837005,0.04405286,0.07929515,0.057268724,0.09251101,0.030837005,0.03524229,0.066079296,0.07048458,0.039647575,0.03524229,0.057268724,0.017621145,0.052863438,0.04405286,0.07488987,0.057268724,0.008810572,0.0,0.04845815,0
0.03629032,0.008064516,0.06854839,0.06048387,0.048387095,0.09677419,0.06048387,0.044354837,0.08064516,0.08064516,0.012096774,0.052419353,0.044354837,0.028225806,0.04032258,0.052419353,0.06854839,0.06854839,0.004032258,0.0,0.044354837,0
0.060606062,0.025974026,0.043290045,0.077922076,0.056277055,0.0995671,0.038961038,0.034632035,0.064935066,0.06926407,0.038961038,0.034632035,0.056277055,0.017316017,0.04761905,0.051948052,0.06926407,0.056277055,0.008658009,0.0,0.04761905,0
0.053097345,0.013274336,0.07522124,0.061946902,0.061946902,0.092920355,0.053097345,0.048672568,0.084070794,0.061946902,0.03539823,0.048672568,0.048672568,0.017699115,0.044247787,0.03539823,0.048672568,0.057522126,0.0088495575,0.0,0.048672568,0
0.053097345,0.013274336,0.07522124,0.061946902,0.061946902,0.092920355,0.048672568,0.048672568,0.084070794,0.061946902,0.03539823,0.048672568,0.048672568,0.017699115,0.044247787,0.03539823,0.057522126,0.053097345,0.0088495575,0.0,0.048672568,0
0.03539823,0.0,0.057522126,0.088495575,0.053097345,0.097345136,0.030973451,0.03982301,0.092920355,0.06637168,0.030973451,0.017699115,0.057522126,0.03982301,0.03982301,0.048672568,0.057522126,0.07522124,0.013274336,0.0,0.057522126,0
0.02991453,0.0,0.055555556,0.094017096,0.047008548,0.102564104,0.02991453,0.03846154,0.0982906,0.072649576,0.047008548,0.017094018,0.055555556,0.034188036,0.03846154,0.042735044,0.055555556,0.06410257,0.012820513,0.0,0.06410257,0
0.044715445,0.024390243,0.07317073,0.044715445,0.05691057,0.12195122,0.048780486,0.040650405,0.07317073,0.05284553,0.020325202,0.040650405,0.036585364,0.024390243,0.028455285,0.06097561,0.07317073,0.08130081,0.008130081,0.0,0.044715445,0
0.041984733,0.022900764,0.057251908,0.07251909,0.03816794,0.08396947,0.022900764,0.07633588,0.07251909,0.041984733,0.015267176,0.057251908,0.045801528,0.030534351,0.045801528,0.061068702,0.08015267,0.08396947,0.003816794,0.0,0.045801528,0
0.04,0.013333334,0.057777777,0.06666667,0.035555556,0.09777778,0.017777778,0.075555556,0.10222222,0.04,0.0044444446,0.031111112,0.053333335,0.022222223,0.04,0.075555556,0.053333335,0.10222222,0.0044444446,0.0,0.06666667,0
0.033613447,0.008403362,0.075630255,0.067226894,0.05462185,0.09243698,0.042016808,0.05042017,0.084033616,0.079831935,0.025210084,0.05462185,0.042016808,0.029411765,0.029411765,0.04621849,0.063025214,0.071428575,0.004201681,0.0,0.04621849,0
0.05263158,0.03508772,0.065789476,0.065789476,0.06140351,0.078947365,0.03508772,0.07017544,0.07017544,0.05263158,0.030701755,0.057017542,0.05263158,0.02631579,0.04385965,0.057017542,0.04385965,0.04385965,0.01754386,0.0,0.039473683,0
0.03652968,0.00456621,0.05022831,0.07305936,0.06849315,0.12328767,0.05022831,0.05022831,0.03652968,0.05936073,0.03652968,0.0456621,0.0456621,0.01369863,0.0456621,0.07305936,0.07305936,0.05936073,0.0,0.0,0.05479452,0
0.04954955,0.0045045046,0.03153153,0.067567565,0.076576576,0.12162162,0.04954955,0.054054055,0.04054054,0.058558557,0.036036037,0.045045044,0.045045044,0.013513514,0.045045044,0.067567565,0.067567565,0.072072074,0.0,0.0,0.054054055,0
0.03652968,0.00456621,0.05022831,0.07305936,0.06849315,0.12328767,0.05022831,0.05022831,0.03652968,0.06392694,0.03652968,0.0456621,0.0456621,0.01369863,0.0456621,0.07305936,0.07305936,0.05479452,0.0,0.0,0.05479452,0
0.037037037,0.0,0.06944445,0.083333336,0.050925925,0.083333336,0.037037037,0.06944445,0.106481485,0.060185187,0.023148147,0.050925925,0.055555556,0.013888889,0.032407407,0.037037037,0.046296295,0.074074075,0.009259259,0.0,0.060185187,0
0.0375,0.004166667,0.06666667,0.083333336,0.045833334,0.083333336,0.025,0.058333334,0.104166664,0.07083333,0.033333335,0.05,0.054166667,0.016666668,0.029166667,0.05,0.045833334,0.07083333,0.008333334,0.0,0.0625,0
0.04587156,0.013761468,0.036697246,0.08256881,0.07798165,0.09174312,0.036697246,0.06880734,0.07339449,0.055045873,0.03211009,0.059633028,0.04587156,0.018348623,0.036697246,0.06880734,0.06422018,0.04587156,0.0,0.0,0.04587156,0
0.036036037,0.018018018,0.04954955,0.06306306,0.045045044,0.0990991,0.022522522,0.04954955,0.076576576,0.054054055,0.036036037,0.04054054,0.06306306,0.036036037,0.03153153,0.06306306,0.067567565,0.067567565,0.013513514,0.0,0.067567565,0
0.036036037,0.022522522,0.04954955,0.06306306,0.04054054,0.0990991,0.022522522,0.045045044,0.076576576,0.054054055,0.04054054,0.04054054,0.06306306,0.03153153,0.03153153,0.06306306,0.067567565,0.072072074,0.013513514,0.0,0.067567565,0
0.032786883,0.008196721,0.07377049,0.06557377,0.05327869,0.09016393,0.06967213,0.05327869,0.08196721,0.08196721,0.024590164,0.05327869,0.040983606,0.032786883,0.028688524,0.045081966,0.06147541,0.06147541,0.0040983604,0.0,0.036885247,0
0.042016808,0.008403362,0.071428575,0.071428575,0.05042017,0.10084034,0.037815128,0.04621849,0.079831935,0.09663866,0.021008404,0.05882353,0.042016808,0.033613447,0.029411765,0.029411765,0.063025214,0.063025214,0.004201681,0.0,0.05042017,0
0.041841004,0.008368201,0.07531381,0.066945605,0.050209206,0.09623431,0.037656903,0.050209206,0.08368201,0.087866105,0.020920502,0.054393306,0.041841004,0.033472802,0.025104603,0.033472802,0.07112971,0.07112971,0.0041841003,0.0,0.046025105,0
0.032786883,0.016393442,0.04918033,0.06967213,0.06967213,0.11065574,0.05327869,0.024590164,0.06967213,0.057377048,0.06147541,0.036885247,0.040983606,0.028688524,0.045081966,0.05327869,0.06147541,0.07377049,0.008196721,0.0,0.036885247,0
0.032786883,0.016393442,0.04918033,0.06967213,0.07377049,0.11065574,0.05327869,0.024590164,0.06967213,0.05327869,0.06147541,0.032786883,0.040983606,0.028688524,0.045081966,0.06147541,0.057377048,0.07377049,0.008196721,0.0,0.036885247,0
0.032786883,0.020491803,0.05327869,0.06967213,0.07786885,0.11065574,0.05327869,0.024590164,0.06967213,0.05327869,0.06147541,0.032786883,0.040983606,0.028688524,0.04918033,0.05327869,0.05327869,0.06967213,0.008196721,0.0,0.036885247,0
0.04621849,0.016806724,0.033613447,0.071428575,0.05882353,0.10084034,0.067226894,0.042016808,0.0882353,0.05882353,0.042016808,0.04621849,0.04621849,0.033613447,0.029411765,0.05042017,0.071428575,0.04621849,0.008403362,0.0,0.042016808,0
0.04680851,0.017021276,0.038297873,0.076595746,0.05106383,0.10212766,0.04255319,0.038297873,0.08510638,0.076595746,0.04680851,0.04255319,0.04680851,0.034042552,0.021276595,0.05531915,0.076595746,0.05106383,0.008510638,0.0,0.04255319,0
0.040983606,0.024590164,0.045081966,0.08196721,0.045081966,0.10655738,0.028688524,0.036885247,0.086065575,0.08196721,0.040983606,0.045081966,0.045081966,0.028688524,0.036885247,0.036885247,0.07377049,0.06147541,0.008196721,0.0,0.045081966,0
0.048780486,0.0044345898,0.09090909,0.08425721,0.044345897,0.101995565,0.035476718,0.048780486,0.070953436,0.07538803,0.044345897,0.042128604,0.02660754,0.035476718,0.042128604,0.042128604,0.070953436,0.05543237,0.0044345898,0.0,0.031042129,0
0.04330709,0.01968504,0.06692913,0.05511811,0.05511811,0.11811024,0.051181104,0.047244094,0.09055118,0.051181104,0.04330709,0.031496063,0.05511811,0.023622047,0.023622047,0.062992126,0.06692913,0.04330709,0.007874016,0.0,0.04330709,0
0.04017857,0.013392857,0.058035713,0.06696428,0.058035713,0.11160714,0.026785715,0.05357143,0.09375,0.05357143,0.035714287,0.03125,0.0625,0.013392857,0.026785715,0.071428575,0.07589286,0.04910714,0.008928572,0.0,0.04910714,0
0.050632913,0.025316456,0.08438819,0.050632913,0.07594936,0.088607594,0.050632913,0.07172996,0.033755273,0.03797468,0.042194095,0.029535865,0.06329114,0.03797468,0.046413504,0.05907173,0.07172996,0.05907173,0.004219409,0.0,0.016877636,0
0.050632913,0.025316456,0.08438819,0.046413504,0.07594936,0.088607594,0.050632913,0.07172996,0.033755273,0.03797468,0.042194095,0.029535865,0.06329114,0.042194095,0.046413504,0.05907173,0.07172996,0.05907173,0.004219409,0.0,0.016877636,0
0.05485232,0.025316456,0.08438819,0.050632913,0.07594936,0.088607594,0.050632913,0.07172996,0.033755273,0.03797468,0.042194095,0.029535865,0.06329114,0.03797468,0.046413504,0.05485232,0.07172996,0.05907173,0.004219409,0.0,0.016877636,0
0.046413504,0.025316456,0.08438819,0.050632913,0.07594936,0.088607594,0.050632913,0.07172996,0.033755273,0.03797468,0.042194095,0.029535865,0.06329114,0.03797468,0.046413504,0.05907173,0.07594936,0.05907173,0.004219409,0.0,0.016877636,0
0.046332046,0.023166023,0.077220075,0.046332046,0.06949807,0.096525095,0.07335907,0.06563707,0.03088803,0.038610037,0.042471044,0.027027028,0.06177606,0.034749035,0.046332046,0.077220075,0.06563707,0.057915058,0.0038610038,0.0,0.015444015,0
0.04587156,0.013761468,0.036697246,0.08256881,0.07798165,0.09174312,0.03211009,0.06880734,0.07339449,0.055045873,0.03211009,0.059633028,0.04587156,0.018348623,0.036697246,0.06880734,0.06880734,0.04587156,0.0,0.0,0.04587156,0
0.04587156,0.013761468,0.041284405,0.08256881,0.07798165,0.09174312,0.03211009,0.06880734,0.07339449,0.055045873,0.03211009,0.059633028,0.04587156,0.018348623,0.036697246,0.06880734,0.06422018,0.04587156,0.0,0.0,0.04587156,0
0.04587156,0.013761468,0.036697246,0.08256881,0.08256881,0.09174312,0.03211009,0.06880734,0.07339449,0.055045873,0.03211009,0.059633028,0.04587156,0.018348623,0.036697246,0.06880734,0.06422018,0.04587156,0.0,0.0,0.04587156,0
0.033613447,0.012605042,0.075630255,0.067226894,0.05042017,0.09663866,0.042016808,0.05042017,0.084033616,0.084033616,0.025210084,0.05462185,0.042016808,0.033613447,0.025210084,0.037815128,0.063025214,0.071428575,0.004201681,0.0,0.04621849,0
0.053097345,0.013274336,0.07522124,0.061946902,0.061946902,0.092920355,0.053097345,0.048672568,0.084070794,0.061946902,0.03539823,0.048672568,0.048672568,0.017699115,0.044247787,0.03539823,0.053097345,0.053097345,0.0088495575,0.0,0.048672568,0
0.038961038,0.017316017,0.043290045,0.07359307,0.043290045,0.103896104,0.030303031,0.043290045,0.08658009,0.07359307,0.043290045,0.038961038,0.051948052,0.025974026,0.030303031,0.04761905,0.077922076,0.064935066,0.017316017,0.0,0.04761905,0
0.05957447,0.008510638,0.076595746,0.05957447,0.04680851,0.09787234,0.034042552,0.06382979,0.076595746,0.06382979,0.025531914,0.034042552,0.04680851,0.021276595,0.029787235,0.038297873,0.08510638,0.05957447,0.012765957,0.0,0.05957447,0
0.033613447,0.008403362,0.075630255,0.067226894,0.05042017,0.09243698,0.042016808,0.04621849,0.079831935,0.084033616,0.025210084,0.05882353,0.042016808,0.029411765,0.029411765,0.04621849,0.067226894,0.071428575,0.004201681,0.0,0.04621849,0
0.044444446,0.017777778,0.075555556,0.053333335,0.044444446,0.08888889,0.026666667,0.057777777,0.08888889,0.057777777,0.04,0.04,0.04888889,0.026666667,0.044444446,0.057777777,0.04888889,0.06666667,0.008888889,0.0,0.062222224,0
0.04888889,0.017777778,0.075555556,0.053333335,0.044444446,0.08888889,0.026666667,0.057777777,0.08888889,0.057777777,0.04,0.04,0.04888889,0.026666667,0.044444446,0.057777777,0.044444446,0.06666667,0.008888889,0.0,0.062222224,0
0.05957447,0.012765957,0.076595746,0.05957447,0.04680851,0.09787234,0.034042552,0.06382979,0.076595746,0.06382979,0.025531914,0.038297873,0.04680851,0.021276595,0.029787235,0.038297873,0.08085106,0.05957447,0.012765957,0.0,0.05531915,0
0.06382979,0.008510638,0.076595746,0.05957447,0.04680851,0.09787234,0.034042552,0.06382979,0.076595746,0.06382979,0.025531914,0.038297873,0.04680851,0.021276595,0.029787235,0.038297873,0.076595746,0.05957447,0.012765957,0.0,0.05957447,0
0.04954955,0.0045045046,0.036036037,0.06306306,0.04954955,0.1036036,0.04054054,0.058558557,0.054054055,0.04954955,0.045045044,0.072072074,0.04054054,0.018018018,0.03153153,0.058558557,0.0945946,0.04954955,0.0045045046,0.0,0.076576576,0
0.044247787,0.017699115,0.044247787,0.07964602,0.053097345,0.092920355,0.030973451,0.03982301,0.084070794,0.07522124,0.044247787,0.03982301,0.048672568,0.03539823,0.026548672,0.057522126,0.07964602,0.048672568,0.0088495575,0.0,0.048672568,0
0.043290045,0.017316017,0.043290045,0.07359307,0.051948052,0.0952381,0.034632035,0.038961038,0.08658009,0.077922076,0.043290045,0.038961038,0.04761905,0.034632035,0.025974026,0.064935066,0.077922076,0.04761905,0.008658009,0.0,0.04761905,0
0.04526749,0.016460905,0.037037037,0.06995885,0.049382716,0.10288066,0.057613168,0.037037037,0.08230453,0.074074075,0.041152265,0.037037037,0.04526749,0.03292181,0.028806584,0.06995885,0.074074075,0.04526749,0.008230452,0.0,0.04526749,0
0.041152265,0.020576132,0.037037037,0.06995885,0.049382716,0.10288066,0.057613168,0.037037037,0.08230453,0.074074075,0.037037037,0.04526749,0.04526749,0.03292181,0.028806584,0.061728396,0.0781893,0.04526749,0.008230452,0.0,0.04526749,0
0.055084746,0.004237288,0.055084746,0.050847456,0.06779661,0.09322034,0.025423728,0.033898305,0.06779661,0.059322033,0.050847456,0.050847456,0.050847456,0.042372882,0.025423728,0.06355932,0.08898305,0.04661017,0.016949153,0.0,0.050847456,0
0.04526749,0.024691358,0.074074075,0.04526749,0.057613168,0.115226336,0.049382716,0.037037037,0.074074075,0.049382716,0.024691358,0.041152265,0.037037037,0.024691358,0.028806584,0.057613168,0.0781893,0.08230453,0.008230452,0.0,0.04526749,0
0.042016808,0.016806724,0.075630255,0.071428575,0.042016808,0.09243698,0.042016808,0.042016808,0.071428575,0.09243698,0.025210084,0.05042017,0.042016808,0.033613447,0.029411765,0.05042017,0.063025214,0.067226894,0.004201681,0.0,0.04621849,0
0.04310345,0.030172413,0.073275864,0.038793102,0.073275864,0.08189655,0.05172414,0.08189655,0.05172414,0.04310345,0.038793102,0.030172413,0.060344826,0.038793102,0.03448276,0.060344826,0.08189655,0.060344826,0.004310345,0.0,0.021551725,0
0.046025105,0.008368201,0.07112971,0.06276151,0.054393306,0.09205021,0.037656903,0.06276151,0.07531381,0.07112971,0.029288704,0.06276151,0.041841004,0.029288704,0.025104603,0.046025105,0.07112971,0.058577407,0.0041841003,0.0,0.050209206,0
0.033195022,0.0,0.07883818,0.066390045,0.05394191,0.09543569,0.041493777,0.049792532,0.08713693,0.08713693,0.029045643,0.05394191,0.045643155,0.024896266,0.029045643,0.0373444,0.058091287,0.0746888,0.004149378,0.0,0.049792532,1
0.042016808,0.008403362,0.075630255,0.063025214,0.05882353,0.09243698,0.037815128,0.063025214,0.075630255,0.067226894,0.029411765,0.05882353,0.042016808,0.029411765,0.025210084,0.04621849,0.075630255,0.05462185,0.004201681,0.0,0.05042017,1
0.04888889,0.017777778,0.07111111,0.057777777,0.04888889,0.08,0.026666667,0.04888889,0.093333334,0.062222224,0.04,0.04888889,0.053333335,0.031111112,0.044444446,0.031111112,0.06666667,0.057777777,0.008888889,0.0,0.062222224,1
0.044247787,0.0044247787,0.057522126,0.10176991,0.03982301,0.11061947,0.022123894,0.03539823,0.10176991,0.053097345,0.048672568,0.017699115,0.053097345,0.030973451,0.03982301,0.053097345,0.057522126,0.06637168,0.013274336,0.0,0.048672568,1
0.05172414,0.012931035,0.073275864,0.060344826,0.060344826,0.09051724,0.077586204,0.047413792,0.08189655,0.060344826,0.03448276,0.047413792,0.047413792,0.01724138,0.04310345,0.03448276,0.05172414,0.05172414,0.00862069,0.0,0.047413792,1
0.053333335,0.0,0.062222224,0.09777778,0.044444446,0.10222222,0.022222223,0.04,0.09777778,0.053333335,0.04,0.017777778,0.053333335,0.035555556,0.04,0.053333335,0.062222224,0.062222224,0.013333334,0.0,0.04888889,1
0.053333335,0.0044444446,0.062222224,0.09777778,0.044444446,0.10222222,0.022222223,0.04,0.09777778,0.057777777,0.04,0.017777778,0.053333335,0.026666667,0.04,0.057777777,0.057777777,0.062222224,0.013333334,0.0,0.04888889,1
0.042372882,0.0,0.050847456,0.10169491,0.050847456,0.11440678,0.021186441,0.04661017,0.10169491,0.050847456,0.042372882,0.025423728,0.050847456,0.029661017,0.038135592,0.055084746,0.050847456,0.06355932,0.012711864,0.0,0.050847456,1
0.050847456,0.004237288,0.04661017,0.105932206,0.04661017,0.11440678,0.021186441,0.042372882,0.10169491,0.050847456,0.042372882,0.025423728,0.050847456,0.025423728,0.038135592,0.055084746,0.055084746,0.059322033,0.012711864,0.0,0.050847456,1
0.057777777,0.0,0.062222224,0.093333334,0.044444446,0.10666667,0.022222223,0.04,0.09777778,0.053333335,0.044444446,0.017777778,0.053333335,0.031111112,0.04,0.04888889,0.062222224,0.062222224,0.017777778,0.0,0.044444446,1
0.048672568,0.0,0.057522126,0.10619469,0.03982301,0.10619469,0.026548672,0.03982301,0.092920355,0.048672568,0.048672568,0.017699115,0.053097345,0.030973451,0.044247787,0.053097345,0.057522126,0.06637168,0.013274336,0.0,0.048672568,1
0.046692606,0.015564202,0.08560311,0.05836576,0.046692606,0.101167314,0.054474708,0.046692606,0.08171206,0.05836576,0.042801555,0.042801555,0.050583657,0.027237354,0.042801555,0.038910504,0.035019454,0.06614786,0.007782101,0.0,0.050583657,1
0.05172414,0.012931035,0.038793102,0.073275864,0.06465517,0.094827585,0.03448276,0.04310345,0.0862069,0.05172414,0.038793102,0.030172413,0.05172414,0.04310345,0.038793102,0.06896552,0.05172414,0.073275864,0.00862069,0.0,0.04310345,1
0.050458714,0.0091743115,0.041284405,0.08256881,0.055045873,0.10091743,0.04587156,0.041284405,0.07798165,0.050458714,0.04587156,0.027522936,0.055045873,0.02293578,0.036697246,0.07339449,0.06422018,0.06422018,0.0091743115,0.0,0.04587156,1
0.060747664,0.009345794,0.042056076,0.07476635,0.07009346,0.11214953,0.028037382,0.018691588,0.07943925,0.05140187,0.028037382,0.05140187,0.042056076,0.023364486,0.03271028,0.046728972,0.093457945,0.08411215,0.014018691,0.0,0.037383176,1
0.049586777,0.008264462,0.07024793,0.06198347,0.049586777,0.08677686,0.03305785,0.05785124,0.0785124,0.0785124,0.02892562,0.06198347,0.041322313,0.02892562,0.02892562,0.049586777,0.07024793,0.05785124,0.008264462,0.0,0.049586777,1
0.033195022,0.008298756,0.07053942,0.062240664,0.049792532,0.09543569,0.062240664,0.049792532,0.082987554,0.0746888,0.016597511,0.05394191,0.041493777,0.029045643,0.0373444,0.05394191,0.066390045,0.066390045,0.004149378,0.0,0.041493777,1
0.053333335,0.0,0.062222224,0.09777778,0.044444446,0.10222222,0.031111112,0.031111112,0.09777778,0.053333335,0.04,0.017777778,0.053333335,0.035555556,0.04,0.04888889,0.062222224,0.06666667,0.013333334,0.0,0.04888889,1
0.04489796,0.01632653,0.036734693,0.073469386,0.040816326,0.10204082,0.06122449,0.036734693,0.073469386,0.07755102,0.036734693,0.040816326,0.04489796,0.03265306,0.036734693,0.04489796,0.08163265,0.057142857,0.012244898,0.0,0.04897959,1
0.04910714,0.017857144,0.071428575,0.071428575,0.04910714,0.08928572,0.04017857,0.04910714,0.08928572,0.058035713,0.03125,0.04910714,0.05357143,0.02232143,0.035714287,0.04464286,0.035714287,0.07589286,0.008928572,0.0,0.058035713,1
0.038961038,0.012987013,0.056277055,0.06926407,0.051948052,0.08225108,0.060606062,0.043290045,0.08225108,0.07359307,0.025974026,0.051948052,0.056277055,0.025974026,0.034632035,0.038961038,0.060606062,0.07359307,0.012987013,0.0,0.04761905,1
0.053333335,0.0044444446,0.062222224,0.09777778,0.044444446,0.10222222,0.022222223,0.04,0.09777778,0.053333335,0.04,0.017777778,0.053333335,0.031111112,0.04,0.053333335,0.062222224,0.062222224,0.013333334,0.0,0.04888889,1
0.053333335,0.0,0.062222224,0.09777778,0.044444446,0.10222222,0.022222223,0.04,0.09777778,0.053333335,0.04,0.017777778,0.053333335,0.031111112,0.04,0.057777777,0.062222224,0.062222224,0.013333334,0.0,0.04888889,1
0.053333335,0.0,0.062222224,0.09777778,0.044444446,0.10222222,0.022222223,0.04,0.09777778,0.053333335,0.04,0.017777778,0.053333335,0.031111112,0.04,0.053333335,0.06666667,0.062222224,0.013333334,0.0,0.04888889,1
0.04661017,0.0,0.059322033,0.10169491,0.042372882,0.105932206,0.025423728,0.042372882,0.10169491,0.055084746,0.042372882,0.029661017,0.050847456,0.033898305,0.033898305,0.050847456,0.050847456,0.06355932,0.012711864,0.0,0.050847456,1
0.04661017,0.0,0.055084746,0.10169491,0.042372882,0.11016949,0.021186441,0.04661017,0.10169491,0.059322033,0.042372882,0.029661017,0.050847456,0.021186441,0.038135592,0.04661017,0.059322033,0.06355932,0.012711864,0.0,0.050847456,1
0.042372882,0.0,0.076271184,0.084745765,0.04661017,0.08898305,0.033898305,0.055084746,0.105932206,0.050847456,0.038135592,0.04661017,0.04661017,0.008474576,0.033898305,0.042372882,0.06355932,0.0720339,0.008474576,0.0,0.055084746,1
0.041666668,0.0,0.06944445,0.083333336,0.050925925,0.083333336,0.037037037,0.06944445,0.106481485,0.060185187,0.023148147,0.050925925,0.055555556,0.009259259,0.032407407,0.037037037,0.046296295,0.074074075,0.009259259,0.0,0.060185187,1
0.0375,0.004166667,0.06666667,0.083333336,0.045833334,0.083333336,0.025,0.058333334,0.108333334,0.07083333,0.033333335,0.05,0.058333334,0.016666668,0.029166667,0.041666668,0.045833334,0.07083333,0.008333334,0.0,0.0625,1
0.041841004,0.008368201,0.07949791,0.066945605,0.050209206,0.09205021,0.033472802,0.054393306,0.087866105,0.087866105,0.020920502,0.050209206,0.041841004,0.033472802,0.025104603,0.037656903,0.07112971,0.07112971,0.008368201,0.0,0.037656903,1
0.040816326,0.008163265,0.07755102,0.06530612,0.04897959,0.093877554,0.057142857,0.053061225,0.08163265,0.08571429,0.020408163,0.04897959,0.040816326,0.03265306,0.024489796,0.03265306,0.06938776,0.06938776,0.008163265,0.0,0.040816326,1
0.037656903,0.008368201,0.07531381,0.066945605,0.046025105,0.10041841,0.037656903,0.050209206,0.087866105,0.09623431,0.020920502,0.054393306,0.041841004,0.033472802,0.025104603,0.033472802,0.06276151,0.066945605,0.0041841003,0.0,0.050209206,1
0.037656903,0.008368201,0.07531381,0.066945605,0.046025105,0.10041841,0.037656903,0.050209206,0.087866105,0.09205021,0.020920502,0.054393306,0.041841004,0.033472802,0.025104603,0.033472802,0.06276151,0.07112971,0.0041841003,0.0,0.050209206,1
0.037656903,0.008368201,0.07531381,0.066945605,0.050209206,0.09623431,0.037656903,0.054393306,0.087866105,0.087866105,0.020920502,0.050209206,0.041841004,0.033472802,0.025104603,0.033472802,0.07112971,0.07112971,0.008368201,0.0,0.041841004,1
0.037656903,0.008368201,0.07949791,0.066945605,0.050209206,0.09623431,0.033472802,0.054393306,0.087866105,0.087866105,0.020920502,0.050209206,0.041841004,0.033472802,0.025104603,0.033472802,0.07112971,0.07112971,0.008368201,0.0,0.041841004,1
