p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,monomer_state
0.041841004,0.008368201,0.07949791,0.066945605,0.050209206,0.09623431,0.033472802,0.054393306,0.087866105,0.087866105,0.020920502,0.050209206,0.041841004,0.033472802,0.025104603,0.033472802,0.07112971,0.07112971,0.008368201,0.0,0.037656903,1
0.041841004,0.008368201,0.07949791,0.066945605,0.050209206,0.09205021,0.033472802,0.054393306,0.087866105,0.087866105,0.020920502,0.050209206,0.041841004,0.033472802,0.025104603,0.037656903,0.07112971,0.07112971,0.008368201,0.0,0.037656903,1
0.036036037,0.018018018,0.04954955,0.072072074,0.045045044,0.0990991,0.022522522,0.04954955,0.076576576,0.054054055,0.036036037,0.04054054,0.06306306,0.04054054,0.036036037,0.067567565,0.058558557,0.06306306,0.013513514,0.0,0.058558557,1
0.029411765,0.012605042,0.067226894,0.075630255,0.063025214,0.1092437,0.04621849,0.063025214,0.075630255,0.079831935,0.033613447,0.05462185,0.042016808,0.025210084,0.033613447,0.029411765,0.05462185,0.05882353,0.004201681,0.0,0.042016808,1
0.029411765,0.012605042,0.067226894,0.075630255,0.067226894,0.1092437,0.04621849,0.063025214,0.075630255,0.075630255,0.033613447,0.05462185,0.042016808,0.025210084,0.033613447,0.029411765,0.05462185,0.05882353,0.004201681,0.0,0.042016808,1
0.029411765,0.012605042,0.067226894,0.075630255,0.063025214,0.1092437,0.04621849,0.063025214,0.075630255,0.075630255,0.033613447,0.05462185,0.042016808,0.025210084,0.033613447,0.029411765,0.05462185,0.05882353,0.004201681,0.0,0.04621849,1
0.029411765,0.016806724,0.067226894,0.075630255,0.063025214,0.10504202,0.04621849,0.063025214,0.075630255,0.079831935,0.033613447,0.05462185,0.042016808,0.021008404,0.033613447,0.033613447,0.05462185,0.05882353,0.004201681,0.0,0.042016808,1
0.029411765,0.012605042,0.067226894,0.075630255,0.063025214,0.10504202,0.04621849,0.063025214,0.075630255,0.075630255,0.033613447,0.05462185,0.042016808,0.025210084,0.033613447,0.033613447,0.05882353,0.05882353,0.004201681,0.0,0.042016808,1
0.029411765,0.012605042,0.067226894,0.075630255,0.05882353,0.10504202,0.05042017,0.063025214,0.075630255,0.079831935,0.033613447,0.05462185,0.042016808,0.025210084,0.033613447,0.033613447,0.05462185,0.05882353,0.004201681,0.0,0.042016808,1
0.029411765,0.012605042,0.067226894,0.075630255,0.063025214,0.1092437,0.04621849,0.05882353,0.075630255,0.079831935,0.033613447,0.05462185,0.042016808,0.021008404,0.033613447,0.029411765,0.05462185,0.063025214,0.004201681,0.0,0.04621849,1
0.029411765,0.012605042,0.067226894,0.075630255,0.063025214,0.1092437,0.04621849,0.05882353,0.075630255,0.079831935,0.033613447,0.05462185,0.042016808,0.021008404,0.033613447,0.029411765,0.05882353,0.063025214,0.004201681,0.0,0.042016808,1
0.029411765,0.012605042,0.067226894,0.075630255,0.063025214,0.1092437,0.04621849,0.063025214,0.075630255,0.075630255,0.033613447,0.05462185,0.042016808,0.025210084,0.033613447,0.029411765,0.05882353,0.05882353,0.004201681,0.0,0.042016808,1
0.029411765,0.012605042,0.067226894,0.075630255,0.063025214,0.1092437,0.05042017,0.063025214,0.075630255,0.075630255,0.033613447,0.05462185,0.042016808,0.025210084,0.033613447,0.029411765,0.05462185,0.05882353,0.004201681,0.0,0.042016808,1
0.033613447,0.012605042,0.067226894,0.075630255,0.063025214,0.10504202,0.04621849,0.063025214,0.075630255,0.075630255,0.033613447,0.05462185,0.042016808,0.025210084,0.033613447,0.029411765,0.05882353,0.05882353,0.004201681,0.0,0.042016808,1
0.029411765,0.012605042,0.067226894,0.075630255,0.063025214,0.10504202,0.04621849,0.063025214,0.075630255,0.079831935,0.033613447,0.05462185,0.042016808,0.021008404,0.033613447,0.033613447,0.05882353,0.05882353,0.004201681,0.0,0.042016808,1
0.029411765,0.012605042,0.067226894,0.075630255,0.067226894,0.10504202,0.04621849,0.063025214,0.075630255,0.071428575,0.033613447,0.05462185,0.042016808,0.025210084,0.033613447,0.033613447,0.05882353,0.05882353,0.004201681,0.0,0.042016808,1
0.033613447,0.008403362,0.075630255,0.067226894,0.05042017,0.09243698,0.042016808,0.05042017,0.084033616,0.084033616,0.025210084,0.05462185,0.042016808,0.033613447,0.025210084,0.042016808,0.063025214,0.071428575,0.004201681,0.0,0.05042017,1
0.033472802,0.008368201,0.07531381,0.066945605,0.050209206,0.09205021,0.037656903,0.054393306,0.087866105,0.087866105,0.020920502,0.050209206,0.041841004,0.033472802,0.025104603,0.041841004,0.07112971,0.07112971,0.008368201,0.0,0.041841004,1
0.042194095,0.016877636,0.042194095,0.080168776,0.046413504,0.101265825,0.033755273,0.03797468,0.08438819,0.07594936,0.042194095,0.046413504,0.046413504,0.029535865,0.03797468,0.042194095,0.07594936,0.06329114,0.008438818,0.0,0.046413504,1
0.044444446,0.0044444446,0.06666667,0.08444444,0.053333335,0.09777778,0.035555556,0.031111112,0.09777778,0.04888889,0.026666667,0.031111112,0.057777777,0.057777777,0.013333334,0.053333335,0.053333335,0.075555556,0.013333334,0.0,0.053333335,1
0.033333335,0.008333334,0.075,0.06666667,0.054166667,0.09166667,0.0375,0.05,0.079166666,0.0875,0.020833334,0.054166667,0.045833334,0.033333335,0.025,0.041666668,0.06666667,0.075,0.004166667,0.0,0.05,1
0.043290045,0.017316017,0.043290045,0.077922076,0.04761905,0.0995671,0.034632035,0.038961038,0.08225108,0.07359307,0.043290045,0.043290045,0.04761905,0.030303031,0.038961038,0.043290045,0.077922076,0.060606062,0.008658009,0.0,0.04761905,1
0.033472802,0.008368201,0.07531381,0.06276151,0.050209206,0.10041841,0.033472802,0.041841004,0.08368201,0.07949791,0.029288704,0.050209206,0.041841004,0.033472802,0.037656903,0.041841004,0.06276151,0.09205021,0.0041841003,0.0,0.037656903,1
0.033472802,0.008368201,0.07112971,0.066945605,0.054393306,0.09205021,0.041841004,0.046025105,0.08368201,0.087866105,0.025104603,0.050209206,0.041841004,0.033472802,0.033472802,0.041841004,0.066945605,0.08368201,0.0041841003,0.0,0.033472802,1
0.037815128,0.008403362,0.075630255,0.067226894,0.05042017,0.09243698,0.04621849,0.04621849,0.084033616,0.084033616,0.021008404,0.05462185,0.042016808,0.029411765,0.033613447,0.037815128,0.071428575,0.079831935,0.004201681,0.0,0.033613447,1
0.033613447,0.008403362,0.075630255,0.067226894,0.05462185,0.09243698,0.04621849,0.04621849,0.084033616,0.084033616,0.025210084,0.05042017,0.042016808,0.029411765,0.033613447,0.037815128,0.071428575,0.079831935,0.004201681,0.0,0.033613447,1
0.04661017,0.004237288,0.059322033,0.10169491,0.04661017,0.105932206,0.025423728,0.042372882,0.08898305,0.06355932,0.038135592,0.029661017,0.050847456,0.025423728,0.050847456,0.050847456,0.050847456,0.06355932,0.012711864,0.0,0.042372882,1
0.042372882,0.0,0.055084746,0.097457625,0.055084746,0.10169491,0.025423728,0.04661017,0.10169491,0.055084746,0.033898305,0.033898305,0.050847456,0.029661017,0.033898305,0.050847456,0.050847456,0.076271184,0.012711864,0.0,0.04661017,1
0.037656903,0.008368201,0.07531381,0.066945605,0.050209206,0.09623431,0.037656903,0.050209206,0.087866105,0.09205021,0.020920502,0.054393306,0.041841004,0.033472802,0.025104603,0.033472802,0.07112971,0.066945605,0.0041841003,0.0,0.046025105,1
0.037656903,0.008368201,0.07531381,0.066945605,0.050209206,0.09623431,0.037656903,0.050209206,0.087866105,0.087866105,0.020920502,0.054393306,0.041841004,0.033472802,0.025104603,0.033472802,0.07112971,0.07112971,0.0041841003,0.0,0.046025105,1
0.037656903,0.008368201,0.07531381,0.06276151,0.050209206,0.09623431,0.037656903,0.050209206,0.087866105,0.087866105,0.020920502,0.054393306,0.041841004,0.037656903,0.025104603,0.033472802,0.07112971,0.07112971,0.0041841003,0.0,0.046025105,1
0.037656903,0.008368201,0.07531381,0.066945605,0.050209206,0.10041841,0.037656903,0.050209206,0.087866105,0.087866105,0.020920502,0.054393306,0.041841004,0.033472802,0.025104603,0.033472802,0.066945605,0.07112971,0.0041841003,0.0,0.046025105,1
0.037656903,0.008368201,0.07531381,0.066945605,0.054393306,0.09623431,0.041841004,0.050209206,0.087866105,0.09205021,0.020920502,0.054393306,0.041841004,0.033472802,0.025104603,0.037656903,0.066945605,0.066945605,0.0041841003,0.0,0.037656903,1
0.037656903,0.008368201,0.07531381,0.066945605,0.054393306,0.09623431,0.041841004,0.050209206,0.087866105,0.087866105,0.020920502,0.054393306,0.041841004,0.033472802,0.025104603,0.037656903,0.066945605,0.07112971,0.0041841003,0.0,0.037656903,1
0.04845815,0.017621145,0.07048458,0.07048458,0.04845815,0.09251101,0.04405286,0.04845815,0.08810572,0.057268724,0.030837005,0.04845815,0.052863438,0.02202643,0.03524229,0.04845815,0.03524229,0.07488987,0.008810572,0.0,0.057268724,1
0.046692606,0.015564202,0.08560311,0.06225681,0.042801555,0.09727626,0.05836576,0.042801555,0.08171206,0.054474708,0.042801555,0.042801555,0.050583657,0.027237354,0.038910504,0.046692606,0.035019454,0.06614786,0.007782101,0.0,0.054474708,1
0.040816326,0.01632653,0.040816326,0.073469386,0.040816326,0.10204082,0.053061225,0.036734693,0.07755102,0.07755102,0.04489796,0.040816326,0.04489796,0.028571429,0.040816326,0.053061225,0.07755102,0.057142857,0.008163265,0.0,0.04489796,1
0.041666668,0.016666668,0.045833334,0.083333336,0.045833334,0.104166664,0.033333335,0.0375,0.083333336,0.079166666,0.041666668,0.045833334,0.045833334,0.029166667,0.0375,0.033333335,0.079166666,0.058333334,0.008333334,0.0,0.05,1
0.048780486,0.0044345898,0.09090909,0.08425721,0.044345897,0.101995565,0.035476718,0.048780486,0.06873614,0.07538803,0.044345897,0.042128604,0.02660754,0.035476718,0.042128604,0.042128604,0.06873614,0.05764967,0.006651885,0.0,0.031042129,1
0.048780486,0.0044345898,0.09090909,0.08425721,0.044345897,0.09977827,0.035476718,0.048780486,0.070953436,0.07538803,0.044345897,0.042128604,0.02660754,0.035476718,0.044345897,0.042128604,0.06873614,0.05764967,0.0044345898,0.0,0.031042129,1
0.04661017,0.0,0.059322033,0.097457625,0.04661017,0.105932206,0.025423728,0.038135592,0.097457625,0.055084746,0.042372882,0.029661017,0.050847456,0.033898305,0.033898305,0.055084746,0.050847456,0.06355932,0.016949153,0.0,0.050847456,1
0.04661017,0.004237288,0.059322033,0.097457625,0.04661017,0.105932206,0.025423728,0.038135592,0.10169491,0.055084746,0.04661017,0.029661017,0.050847456,0.029661017,0.033898305,0.050847456,0.050847456,0.06355932,0.012711864,0.0,0.050847456,1
0.050847456,0.0,0.055084746,0.10169491,0.050847456,0.097457625,0.029661017,0.059322033,0.10169491,0.050847456,0.042372882,0.029661017,0.050847456,0.029661017,0.038135592,0.050847456,0.033898305,0.06355932,0.012711864,0.0,0.050847456,1
0.042372882,0.0,0.076271184,0.084745765,0.04661017,0.08898305,0.033898305,0.055084746,0.105932206,0.050847456,0.038135592,0.04661017,0.04661017,0.008474576,0.033898305,0.042372882,0.06355932,0.0720339,0.012711864,0.0,0.050847456,1
0.042372882,0.0,0.076271184,0.084745765,0.04661017,0.08898305,0.038135592,0.055084746,0.105932206,0.050847456,0.038135592,0.04661017,0.04661017,0.008474576,0.033898305,0.042372882,0.06355932,0.0720339,0.008474576,0.0,0.050847456,1
0.042372882,0.0,0.076271184,0.084745765,0.04661017,0.08898305,0.029661017,0.055084746,0.105932206,0.050847456,0.042372882,0.04661017,0.04661017,0.008474576,0.033898305,0.042372882,0.06355932,0.0720339,0.008474576,0.0,0.055084746,1
0.042372882,0.0,0.076271184,0.084745765,0.04661017,0.08898305,0.029661017,0.055084746,0.10169491,0.050847456,0.04661017,0.04661017,0.04661017,0.008474576,0.033898305,0.042372882,0.06355932,0.0720339,0.008474576,0.0,0.055084746,1
0.04661017,0.0,0.076271184,0.084745765,0.04661017,0.08898305,0.029661017,0.055084746,0.10169491,0.050847456,0.04661017,0.04661017,0.04661017,0.008474576,0.033898305,0.042372882,0.059322033,0.0720339,0.008474576,0.0,0.055084746,1
0.038135592,0.0,0.076271184,0.084745765,0.04661017,0.08898305,0.029661017,0.059322033,0.10169491,0.050847456,0.04661017,0.04661017,0.04661017,0.008474576,0.033898305,0.042372882,0.06355932,0.0720339,0.008474576,0.0,0.055084746,1
0.047413792,0.00862069,0.056034483,0.0862069,0.05172414,0.094827585,0.030172413,0.04310345,0.077586204,0.04310345,0.038793102,0.038793102,0.038793102,0.021551725,0.04310345,0.05172414,0.073275864,0.077586204,0.00862069,0.0,0.06896552,1
0.029411765,0.008403362,0.075630255,0.067226894,0.05042017,0.09243698,0.042016808,0.05042017,0.0882353,0.084033616,0.025210084,0.05462185,0.042016808,0.029411765,0.029411765,0.042016808,0.067226894,0.071428575,0.004201681,0.0,0.04621849,1
0.042016808,0.004201681,0.075630255,0.067226894,0.05882353,0.09663866,0.042016808,0.05462185,0.084033616,0.079831935,0.029411765,0.05462185,0.042016808,0.029411765,0.025210084,0.037815128,0.05882353,0.071428575,0.004201681,0.0,0.042016808,1
0.050458714,0.0091743115,0.041284405,0.08256881,0.055045873,0.10091743,0.04587156,0.041284405,0.08256881,0.050458714,0.04587156,0.027522936,0.055045873,0.02293578,0.03211009,0.07339449,0.06422018,0.06422018,0.0091743115,0.0,0.04587156,1
0.055045873,0.0091743115,0.041284405,0.07798165,0.055045873,0.10091743,0.04587156,0.041284405,0.07798165,0.050458714,0.04587156,0.027522936,0.055045873,0.02293578,0.036697246,0.07339449,0.06422018,0.06422018,0.0091743115,0.0,0.04587156,1
0.050458714,0.0091743115,0.041284405,0.07798165,0.055045873,0.10091743,0.04587156,0.041284405,0.07798165,0.050458714,0.04587156,0.027522936,0.055045873,0.027522936,0.036697246,0.07339449,0.06422018,0.06422018,0.0091743115,0.0,0.04587156,1
0.042016808,0.016806724,0.075630255,0.071428575,0.042016808,0.09243698,0.042016808,0.042016808,0.075630255,0.0882353,0.021008404,0.05042017,0.042016808,0.037815128,0.033613447,0.05042017,0.063025214,0.063025214,0.004201681,0.0,0.04621849,1
0.055045873,0.0045871558,0.04587156,0.09633028,0.055045873,0.10550459,0.04587156,0.041284405,0.06422018,0.050458714,0.04587156,0.027522936,0.050458714,0.02293578,0.036697246,0.06422018,0.06422018,0.06880734,0.0091743115,0.0,0.04587156,1
0.042372882,0.0,0.055084746,0.097457625,0.04661017,0.105932206,0.025423728,0.04661017,0.105932206,0.050847456,0.042372882,0.025423728,0.050847456,0.025423728,0.038135592,0.055084746,0.055084746,0.06355932,0.012711864,0.0,0.055084746,1
0.046692606,0.023346303,0.08560311,0.05836576,0.042801555,0.105058365,0.054474708,0.046692606,0.08171206,0.05836576,0.038910504,0.042801555,0.050583657,0.027237354,0.042801555,0.038910504,0.035019454,0.06225681,0.007782101,0.0,0.050583657,1
0.03862661,0.008583691,0.0751073,0.066523604,0.05364807,0.094420604,0.042918455,0.051502146,0.083690986,0.083690986,0.019313306,0.051502146,0.042918455,0.034334764,0.027896997,0.03862661,0.066523604,0.07081545,0.006437768,0.0,0.042918455,1
0.046025105,0.008368201,0.07949791,0.07112971,0.054393306,0.09623431,0.029288704,0.046025105,0.07949791,0.08368201,0.025104603,0.050209206,0.041841004,0.037656903,0.029288704,0.041841004,0.058577407,0.07531381,0.008368201,0.0,0.037656903,1
0.040983606,0.024590164,0.045081966,0.08196721,0.045081966,0.10655738,0.028688524,0.036885247,0.086065575,0.08196721,0.036885247,0.045081966,0.045081966,0.028688524,0.036885247,0.036885247,0.07786885,0.06147541,0.008196721,0.0,0.045081966,1
0.043290045,0.017316017,0.034632035,0.07359307,0.056277055,0.0995671,0.043290045,0.043290045,0.09090909,0.06926407,0.04761905,0.04761905,0.043290045,0.034632035,0.025974026,0.051948052,0.077922076,0.04761905,0.008658009,0.0,0.043290045,1
0.05357143,0.013392857,0.06696428,0.06696428,0.04910714,0.07589286,0.03125,0.05357143,0.08928572,0.06696428,0.04464286,0.05357143,0.05357143,0.026785715,0.04017857,0.05357143,0.04464286,0.05357143,0.008928572,0.0,0.05357143,1
0.050458714,0.0091743115,0.04587156,0.09633028,0.050458714,0.10550459,0.04587156,0.041284405,0.06422018,0.04587156,0.050458714,0.027522936,0.050458714,0.027522936,0.036697246,0.06422018,0.06422018,0.06880734,0.0091743115,0.0,0.04587156,1
0.049382716,0.016460905,0.041152265,0.074074075,0.041152265,0.10288066,0.053497944,0.037037037,0.074074075,0.074074075,0.041152265,0.037037037,0.04526749,0.028806584,0.04526749,0.049382716,0.08230453,0.053497944,0.008230452,0.0,0.04526749,1
0.043290045,0.0,0.060606062,0.0995671,0.043290045,0.103896104,0.025974026,0.043290045,0.0995671,0.051948052,0.034632035,0.030303031,0.051948052,0.034632035,0.038961038,0.04761905,0.056277055,0.064935066,0.017316017,0.0,0.051948052,1
0.04661017,0.004237288,0.06355932,0.10169491,0.042372882,0.105932206,0.029661017,0.04661017,0.097457625,0.055084746,0.038135592,0.025423728,0.050847456,0.029661017,0.033898305,0.055084746,0.04661017,0.06355932,0.016949153,0.0,0.04661017,1
0.042372882,0.0,0.059322033,0.097457625,0.042372882,0.105932206,0.025423728,0.042372882,0.097457625,0.050847456,0.038135592,0.029661017,0.050847456,0.033898305,0.038135592,0.050847456,0.050847456,0.076271184,0.016949153,0.0,0.050847456,1
0.042372882,0.0,0.059322033,0.097457625,0.04661017,0.105932206,0.025423728,0.033898305,0.10169491,0.050847456,0.042372882,0.029661017,0.055084746,0.029661017,0.038135592,0.04661017,0.055084746,0.076271184,0.012711864,0.0,0.050847456,1
0.042372882,0.0,0.059322033,0.10169491,0.04661017,0.105932206,0.025423728,0.033898305,0.097457625,0.06355932,0.038135592,0.033898305,0.050847456,0.029661017,0.033898305,0.04661017,0.06355932,0.06355932,0.012711864,0.0,0.050847456,1
0.04661017,0.0,0.059322033,0.10169491,0.04661017,0.105932206,0.025423728,0.038135592,0.097457625,0.059322033,0.033898305,0.033898305,0.050847456,0.029661017,0.038135592,0.04661017,0.055084746,0.06779661,0.012711864,0.0,0.050847456,1
0.057777777,0.0,0.062222224,0.09777778,0.044444446,0.10222222,0.022222223,0.035555556,0.09777778,0.062222224,0.04,0.017777778,0.053333335,0.031111112,0.04,0.057777777,0.053333335,0.057777777,0.013333334,0.0,0.053333335,1
0.04661017,0.0,0.059322033,0.097457625,0.042372882,0.105932206,0.025423728,0.029661017,0.105932206,0.059322033,0.050847456,0.025423728,0.055084746,0.029661017,0.033898305,0.050847456,0.050847456,0.06355932,0.012711864,0.0,0.055084746,1
0.04661017,0.0,0.059322033,0.097457625,0.038135592,0.105932206,0.029661017,0.029661017,0.105932206,0.059322033,0.055084746,0.025423728,0.055084746,0.029661017,0.029661017,0.050847456,0.055084746,0.059322033,0.012711864,0.0,0.055084746,1
0.048672568,0.0,0.057522126,0.10176991,0.03982301,0.10619469,0.026548672,0.03982301,0.092920355,0.048672568,0.048672568,0.017699115,0.053097345,0.03539823,0.044247787,0.053097345,0.057522126,0.06637168,0.013274336,0.0,0.048672568,1
0.048672568,0.0,0.057522126,0.10176991,0.03982301,0.10619469,0.030973451,0.03982301,0.092920355,0.048672568,0.048672568,0.017699115,0.053097345,0.030973451,0.044247787,0.053097345,0.057522126,0.06637168,0.013274336,0.0,0.048672568,1
0.048672568,0.0,0.057522126,0.10176991,0.03982301,0.10619469,0.026548672,0.03982301,0.092920355,0.053097345,0.048672568,0.017699115,0.053097345,0.030973451,0.044247787,0.053097345,0.057522126,0.06637168,0.013274336,0.0,0.048672568,1
0.03587444,0.01793722,0.049327355,0.07174888,0.044843048,0.09865471,0.022421524,0.049327355,0.076233186,0.05381166,0.031390134,0.040358745,0.06278027,0.040358745,0.03587444,0.076233186,0.058295965,0.06278027,0.013452915,0.0,0.058295965,1
0.03305785,0.016528925,0.045454547,0.0661157,0.041322313,0.10330579,0.049586777,0.045454547,0.07024793,0.053719006,0.037190083,0.037190083,0.06198347,0.037190083,0.037190083,0.08264463,0.053719006,0.06198347,0.012396694,0.0,0.053719006,1
0.038961038,0.008658009,0.07359307,0.064935066,0.051948052,0.0952381,0.043290045,0.051948052,0.08225108,0.077922076,0.017316017,0.056277055,0.043290045,0.030303031,0.030303031,0.051948052,0.064935066,0.06926407,0.0043290043,0.0,0.043290045,1
0.04489796,0.01632653,0.040816326,0.073469386,0.040816326,0.10204082,0.053061225,0.036734693,0.07755102,0.07755102,0.04489796,0.040816326,0.04489796,0.028571429,0.040816326,0.04897959,0.07755102,0.057142857,0.008163265,0.0,0.04489796,1
0.040816326,0.020408163,0.040816326,0.073469386,0.040816326,0.10204082,0.053061225,0.036734693,0.07755102,0.07755102,0.04489796,0.040816326,0.04489796,0.028571429,0.040816326,0.04897959,0.07755102,0.057142857,0.008163265,0.0,0.04489796,1
0.037656903,0.008368201,0.07531381,0.066945605,0.046025105,0.10041841,0.037656903,0.054393306,0.08368201,0.09623431,0.020920502,0.046025105,0.041841004,0.033472802,0.029288704,0.041841004,0.06276151,0.07531381,0.0041841003,0.0,0.037656903,1
0.04661017,0.008474576,0.06355932,0.10169491,0.038135592,0.105932206,0.029661017,0.042372882,0.084745765,0.06355932,0.038135592,0.029661017,0.050847456,0.029661017,0.038135592,0.04661017,0.055084746,0.06779661,0.012711864,0.0,0.04661017,1
0.040816326,0.01632653,0.040816326,0.07755102,0.040816326,0.10612245,0.053061225,0.036734693,0.073469386,0.07755102,0.036734693,0.040816326,0.040816326,0.028571429,0.040816326,0.053061225,0.07755102,0.06122449,0.008163265,0.0,0.04897959,1
0.040816326,0.01632653,0.04489796,0.073469386,0.040816326,0.10612245,0.053061225,0.036734693,0.073469386,0.07755102,0.036734693,0.040816326,0.040816326,0.028571429,0.040816326,0.053061225,0.07755102,0.06122449,0.008163265,0.0,0.04897959,1
0.05381166,0.01793722,0.07174888,0.07174888,0.044843048,0.089686096,0.040358745,0.05381166,0.089686096,0.06278027,0.02690583,0.044843048,0.049327355,0.022421524,0.03587444,0.05381166,0.031390134,0.06726457,0.00896861,0.0,0.06278027,1
0.04489796,0.01632653,0.04489796,0.073469386,0.040816326,0.10612245,0.053061225,0.036734693,0.073469386,0.07755102,0.036734693,0.040816326,0.040816326,0.028571429,0.040816326,0.04897959,0.07755102,0.06122449,0.008163265,0.0,0.04897959,1
0.040816326,0.01632653,0.04489796,0.073469386,0.040816326,0.10612245,0.053061225,0.036734693,0.073469386,0.07755102,0.036734693,0.040816326,0.040816326,0.028571429,0.040816326,0.04897959,0.08163265,0.06122449,0.008163265,0.0,0.04897959,1
0.040816326,0.01632653,0.04489796,0.073469386,0.040816326,0.10612245,0.053061225,0.036734693,0.073469386,0.07755102,0.040816326,0.040816326,0.040816326,0.028571429,0.040816326,0.04897959,0.07755102,0.06122449,0.008163265,0.0,0.04897959,1
0.038793102,0.012931035,0.04310345,0.077586204,0.04310345,0.09913793,0.030172413,0.04310345,0.094827585,0.073275864,0.038793102,0.038793102,0.05172414,0.030172413,0.03448276,0.05172414,0.077586204,0.060344826,0.01724138,0.0,0.04310345,1
0.047008548,0.012820513,0.042735044,0.081196584,0.047008548,0.094017096,0.02991453,0.042735044,0.081196584,0.081196584,0.034188036,0.051282052,0.042735044,0.02991453,0.034188036,0.042735044,0.08547009,0.05982906,0.008547009,0.0,0.051282052,1
0.040983606,0.0040983604,0.057377048,0.09836066,0.040983606,0.11065574,0.04918033,0.032786883,0.09836066,0.05327869,0.04918033,0.032786883,0.04918033,0.028688524,0.032786883,0.045081966,0.06147541,0.05327869,0.012295082,0.0,0.04918033,1
0.045081966,0.0040983604,0.057377048,0.09836066,0.040983606,0.11065574,0.05327869,0.036885247,0.09836066,0.057377048,0.040983606,0.028688524,0.04918033,0.028688524,0.028688524,0.04918033,0.05327869,0.05327869,0.012295082,0.0,0.05327869,1
0.045081966,0.0040983604,0.057377048,0.09836066,0.040983606,0.11065574,0.05327869,0.036885247,0.09836066,0.05327869,0.045081966,0.028688524,0.04918033,0.028688524,0.028688524,0.04918033,0.05327869,0.05327869,0.012295082,0.0,0.05327869,1
0.050632913,0.021097047,0.07172996,0.067510545,0.042194095,0.088607594,0.06329114,0.05485232,0.080168776,0.05907173,0.033755273,0.042194095,0.050632913,0.021097047,0.03797468,0.05485232,0.033755273,0.06329114,0.008438818,0.0,0.05485232,1
0.050632913,0.021097047,0.07172996,0.067510545,0.042194095,0.088607594,0.06329114,0.05485232,0.080168776,0.05485232,0.033755273,0.042194095,0.05485232,0.021097047,0.03797468,0.05485232,0.033755273,0.06329114,0.008438818,0.0,0.05485232,1
0.04621849,0.008403362,0.071428575,0.063025214,0.05462185,0.09243698,0.037815128,0.063025214,0.075630255,0.071428575,0.029411765,0.063025214,0.042016808,0.029411765,0.025210084,0.04621849,0.071428575,0.05462185,0.004201681,0.0,0.05042017,1
0.04621849,0.008403362,0.071428575,0.067226894,0.05462185,0.0882353,0.037815128,0.063025214,0.075630255,0.071428575,0.029411765,0.063025214,0.042016808,0.029411765,0.025210084,0.04621849,0.071428575,0.05462185,0.004201681,0.0,0.05042017,1
0.04621849,0.008403362,0.071428575,0.067226894,0.05462185,0.0882353,0.037815128,0.063025214,0.075630255,0.075630255,0.029411765,0.063025214,0.042016808,0.029411765,0.025210084,0.04621849,0.071428575,0.05462185,0.004201681,0.0,0.04621849,1
